,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,ETF_OBJ_IDX_NM,IDX_CALC_INST_NM1,IDX_CALC_INST_NM2,ETF_REPLICA_METHD_TP_CD,IDX_MKT_CLSS_NM,IDX_ASST_CLSS_NM,LIST_SHRS,COM_ABBRV,CU_QTY,ETF_TOT_FEE,TAX_TP_CD
725,KR7447430000,447430,한국투자 ACE 주주환원가치주액티브증권상장지수투자신탁(주식),ACE 주주환원가치주액티브,KIM ACE Next level Value Active ETF,2022/11/15,FnGuide 올라운드 가치주 지수,FnGuide,일반,실물(액티브),국내,주식,"1,100,000",한국투자신탁운용,"50,000",0.700000,배당소득세(보유기간과세)
726,KR7416090009,416090,한국투자 ACE 중국과창판STAR50증권상장지수투자신탁(주식),ACE 중국과창판STAR50,KIM ACE China STAR50 ETF,2022/01/13,STAR 50 Index(Price Return),CSI,일반,실물(패시브),해외,주식,"900,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
727,KR7168580009,168580,한국투자 ACE 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),ACE 중국본토CSI300,KIM ACE China Main Land CSI300 Feeder ETF,2012/11/29,CSI 300 Index,CSI,일반,실물(패시브),해외,주식,"4,880,000",한국투자신탁운용,"20,000",0.700000,배당소득세(해외주식투자전용ETF)
728,KR7219900008,219900,한국투자 ACE 중국본토레버리지CSI300증권상장지수투자신탁(주식혼합-파생형)(합성),ACE 중국본토CSI300레버리지(합성),KIM ACE SYNTH-China Main Land Leverage CSI300 ETF,2015/05/28,CSI 300 Index,CSI,2X 레버리지,합성(패시브),해외,주식,"2,100,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
729,KR7272910001,272910,한국투자 ACE 중장기국공채액티브증권상장지수투자신탁(채권),ACE 중장기국공채액티브,KIM ACE Active Korea Treasury & Agency Bonds ETF,2017/06/29,KIS 종합채권국공채1-10Y지수,KIS자산평가,일반,실물(액티브),국내,채권,"351,000",한국투자신탁운용,"1,000",0.080000,배당소득세(보유기간과세)
730,KR7371870007,371870,한국투자 ACE 차이나항셍테크증권상장지수투자신탁(주식),ACE 차이나항셍테크,KIM ACE China Hang Seng TECH ETF,2020/12/16,Hang Seng TECH Index,HangSeng,일반,실물(패시브),해외,주식,"800,000",한국투자신탁운용,"100,000",0.250000,배당소득세(보유기간과세)
731,KR7354500001,354500,한국투자 ACE 코스닥150증권상장지수투자신탁(주식),ACE 코스닥150,KIM ACE KOSDAQ150 ETF,2020/05/07,코스닥 150,KRX,일반,실물(패시브),국내,주식,"1,600,000",한국투자신탁운용,"100,000",0.020000,비과세
732,KR7305050007,305050,한국투자 ACE 코스피증권상장지수투자신탁(주식),ACE 코스피,KIM ACE KOSPI ETF,2018/10/05,코스피,KRX,일반,실물(패시브),국내,주식,"250,000",한국투자신탁운용,"50,000",0.020000,비과세
733,KR7457480002,457480,한국투자 ACE 테슬라밸류체인액티브증권상장지수투자신탁(주식),ACE 테슬라밸류체인액티브,KIM ACE Tesla Value Chain Active ETF,2023/05/16,Bloomberg EV Supporters Plus Tesla Price Return Index,Bloomberg,일반,실물(액티브),해외,주식,"18,200,000",한국투자신탁운용,"50,000",0.290000,배당소득세(보유기간과세)
734,KR7469170005,469170,한국투자 ACE 포스코그룹포커스증권상장지수투자신탁(주식),ACE 포스코그룹포커스,KIM ACE POSCO Group Focus ETF,2023/10/17,FnGuide 포스코그룹포커스 지수(시장가격),FnGuide,일반,실물(패시브),국내,주식,"3,950,000",한국투자신탁운용,"50,000",0.300000,비과세
735,KR7261920003,261920,한국투자 ACE 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 필리핀MSCI(합성),KIM ACE MSCI Philippines ETF(Synth),2016/12/28,MSCI Philippines IMI Index,MSCI,일반,합성(패시브),해외,주식,"400,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
736,KR7152100004,152100,한화 ARIRANG 200 증권상장지수투자신탁(주식),ARIRANG 200,HANWHA ARIRANG 200 ETF[EQUITY],2012/01/10,코스피 200,KRX,일반,실물(패시브),국내,주식,"17,750,000",한화자산운용,"50,000",0.040000,비과세
737,KR7295820005,295820,한화 ARIRANG 200동일가중증권상장지수투자신탁(주식),ARIRANG 200동일가중,Hanwha ARIRANG 200 EW ETF,2018/05/11,코스피 200 동일가중지수,KRX,일반,실물(패시브),국내,주식,"500,000",한화자산운용,"50,000",0.230000,비과세
738,KR7253150007,253150,한화 ARIRANG 200선물레버리지증권상장지수투자신탁(주식-파생형),ARIRANG 200선물레버리지,HANWHA ARIRANG 200 Futures Leverage ETF,2016/09/29,코스피 200 선물지수,KRX,2X 레버리지,실물(패시브),국내,주식,"250,000",한화자산운용,"50,000",0.060000,배당소득세(보유기간과세)
739,KR7253160006,253160,한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형),ARIRANG 200선물인버스2X,HANWHA ARIRANG 200 Futures Inverse 2X ETF,2016/09/22,코스피 200 선물지수,KRX,2X 인버스,실물(패시브),국내,주식,"1,500,000",한화자산운용,"50,000",0.060000,배당소득세(보유기간과세)
740,KR7447660002,447660,한화 ARIRANG Apple채권혼합Fn증권상장지수투자신탁(채권혼합),ARIRANG Apple채권혼합Fn,Hanwha ARIRANG Apple Balanced Fn ETF,2022/11/29,FnGuide 애플채권혼합 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,"1,100,000",한화자산운용,"50,000",0.250000,배당소득세(보유기간과세)
741,KR7395750003,395750,한화 ARIRANG ESG가치주액티브증권상장지수투자신탁(주식),ARIRANG ESG가치주액티브,Hanwha ARIRANG ESG Value Active ETF,2021/07/30,FnGuide 한화 ESG 가치 지수,FnGuide,일반,실물(액티브),국내,주식,"4,400,000",한화자산운용,"50,000",0.105000,배당소득세(보유기간과세)
742,KR7395760002,395760,한화 ARIRANG ESG성장주액티브증권상장지수투자신탁(주식),ARIRANG ESG성장주액티브,Hanwha ARIRANG ESG Growth Active ETF,2021/07/30,FnGuide 한화 ESG 성장 지수,FnGuide,일반,실물(액티브),국내,주식,"2,100,000",한화자산운용,"50,000",0.105000,배당소득세(보유기간과세)
743,KR7436180004,436180,한화 ARIRANG K-유니콘투자기업액티브증권상장지수투자신탁(주식),ARIRANG K-유니콘투자기업액티브,Hanwha ARIRANG K-Unicorn Investment Company Active ETF,2022/07/13,FnGuide K-유니콘 투자기업 지수,FnGuide,일반,실물(액티브),국내,주식,"550,000",한화자산운용,"50,000",0.450000,배당소득세(보유기간과세)
744,KR7453010001,453010,한화 ARIRANG KOFR금리특별자산상장지수투자신탁(금리),ARIRANG KOFR금리,Hanwha ARIRANG KOFR ETF,2023/03/14,KOFR 지수,한국예탁결제원,일반,실물(패시브),국내,기타,"1,666,000",한화자산운용,"1,000",0.050000,배당소득세(보유기간과세)
745,KR7227830007,227830,한화 ARIRANG KOSPI 증권상장지수투자신탁(주식),ARIRANG 코스피,Hanwha ARIRANG KOSPI ETF,2015/09/23,코스피,KRX,일반,실물(패시브),국내,주식,"250,000",한화자산운용,"50,000",0.200000,비과세
746,KR7122090004,122090,한화 ARIRANG KOSPI50 증권 상장지수투자신탁[주식],ARIRANG 코스피50,HANHWA ARIRANG KOSPI50 ETF[EQUITY],2010/01/07,코스피 50,KRX,일반,실물(패시브),국내,주식,"930,000",한화자산운용,"30,000",0.330000,비과세
747,KR7292750007,292750,한화 ARIRANG KRX300증권상장지수투자신탁(주식),ARIRANG KRX300,Hanwha ARIRANG KRX300 ETF,2018/03/26,KRX 300,KRX,일반,실물(패시브),국내,주식,"600,000",한화자산운용,"100,000",0.090000,비과세
748,KR7333940005,333940,한화 ARIRANG KS로우볼가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS로우볼가중TR,Hanwha ARIRANG KS LowVol Tilt Total Return ETF,2019/09/05,FnGuide KS 로우볼 가중 TR 지수,FnGuide,일반,실물(패시브),국내,주식,"450,000",한화자산운용,"50,000",0.250000,배당소득세(보유기간과세)
749,KR7333950004,333950,한화 ARIRANG KS로우사이즈가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS로우사이즈가중TR,Hanwha ARIRANG KS LowSize Tilt Total Return ETF,2019/09/05,FnGuide KS 로우사이즈 가중 TR 지수,FnGuide,일반,실물(패시브),국내,주식,"450,000",한화자산운용,"50,000",0.250000,배당소득세(보유기간과세)
750,KR7333960003,333960,한화 ARIRANG KS모멘텀가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS모멘텀가중TR,Hanwha ARIRANG KS Momentum Tilt Total Return ETF,2019/09/05,FnGuide KS 모멘텀 가중 TR 지수,FnGuide,일반,실물(패시브),국내,주식,"450,000",한화자산운용,"50,000",0.250000,배당소득세(보유기간과세)
751,KR7333970002,333970,한화 ARIRANG KS밸류가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS밸류가중TR,Hanwha ARIRANG KS Value Tilt Total Return ETF,2019/09/05,FnGuide KS 밸류 가중 TR 지수,FnGuide,일반,실물(패시브),국내,주식,"400,000",한화자산운용,"50,000",0.250000,배당소득세(보유기간과세)
752,KR7333980001,333980,한화 ARIRANG KS퀄리티가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS퀄리티가중TR,Hanwha ARIRANG KS Quality Tilt Total Return ETF,2019/09/05,FnGuide KS 퀄리티 가중 TR 지수,FnGuide,일반,실물(패시브),국내,주식,"400,000",한화자산운용,"50,000",0.250000,배당소득세(보유기간과세)
753,KR7429740004,429740,한화 ARIRANG K리츠Fn부동산상장지수투자신탁(재간접형),ARIRANG K리츠Fn,Hanwha ARIRANG K-REITs Fn ETF,2022/05/24,FnGuide 리츠 지수,FnGuide,일반,실물(패시브),국내,부동산,"550,000",한화자산운용,"50,000",0.250000,배당소득세(분리과세부동산ETF)
754,KR7449450006,449450,한화 ARIRANG K방산Fn증권상장지수투자신탁(주식),ARIRANG K방산Fn,Hanwha ARIRANG K-Defense Industry Fn ETF,2023/01/05,FnGuide K-방위산업 지수,FnGuide,일반,실물(패시브),국내,주식,"4,800,000",한화자산운용,"50,000",0.450000,비과세
755,KR7269540001,269540,한화 ARIRANG S&P500증권상장지수투자신탁(주식-파생)(H),ARIRANG 미국S&P500(H),Hanwha ARIRANG S&P500(H) ETF,2017/05/16,S&P 500,S&P,일반,실물(패시브),해외,주식,"3,200,000",한화자산운용,"100,000",0.300000,배당소득세(해외주식투자전용ETF)
756,KR7269530002,269530,한화 ARIRANG S&P글로벌인프라 증권상장지수투자신탁(주식),ARIRANG S&P글로벌인프라,Hanwha ARIRANG S&P Global Infra ETF,2017/05/16,S&P Global Infrastructure Index,S&P,일반,실물(패시브),해외,주식,"500,000",한화자산운용,"50,000",0.300000,배당소득세(해외주식투자전용ETF)
757,KR7433850005,433850,한화 ARIRANG TDF2030액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2030액티브,Hanwha ARIRANG TDF2030 Active ETF,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return),MorningStar,일반,실물(액티브),국내&해외,혼합자산,"200,000",한화자산운용,"10,000",0.140000,배당소득세(보유기간과세)
758,KR7433860004,433860,한화 ARIRANG TDF2040액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2040액티브,Hanwha ARIRANG TDF2040 Active ETF,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return),MorningStar,일반,실물(액티브),국내&해외,혼합자산,"210,000",한화자산운용,"10,000",0.160000,배당소득세(보유기간과세)
759,KR7433870003,433870,한화 ARIRANG TDF2050액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2050액티브,Hanwha ARIRANG TDF2050 Active ETF,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return),MorningStar,일반,실물(액티브),국내&해외,혼합자산,"180,000",한화자산운용,"10,000",0.180000,배당소득세(보유기간과세)
760,KR7433880002,433880,한화 ARIRANG TDF2060액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2060액티브,Hanwha ARIRANG TDF2060 Active ETF,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return),MorningStar,일반,실물(액티브),국내&해외,혼합자산,"210,000",한화자산운용,"10,000",0.200000,배당소득세(보유기간과세)
761,KR7251590006,251590,한화 ARIRANG 고배당저변동50증권상장지수투자신탁(주식),ARIRANG 고배당저변동50,Hanwha ARIRANG High Dividend Low Vol 50 ETF,2016/08/11,FnGuide 고배당저변동50 지수,FnGuide,일반,실물(패시브),국내,주식,"550,000",한화자산운용,"50,000",0.230000,비과세
762,KR7161510003,161510,한화 ARIRANG 고배당주 증권상장지수투자신탁(주식),ARIRANG 고배당주,Hanwha ARIRANG High Dividend ETF,2012/08/29,FnGuide 배당주 지수,FnGuide,일반,실물(패시브),국내,주식,"16,440,000",한화자산운용,"30,000",0.230000,비과세
763,KR7251600003,251600,한화 ARIRANG 고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형),ARIRANG 고배당주채권혼합,Hanwha ARIRANG High Dividend Conservative Balanced ETF,2016/08/11,FnGuide 고배당 채권혼합 지수,FnGuide,일반,실물(패시브),국내,혼합자산,"1,200,000",한화자산운용,"100,000",0.200000,배당소득세(보유기간과세)
764,KR7461460008,461460,한화 ARIRANG 국고채10년액티브증권상장지수투자신탁(채권),ARIRANG 국고채10년액티브,Hanwha ARIRANG 10-Year Treasury Bond Active ETF,2023/07/18,KAP 국고채 10년 동일가중 지수(총수익),한국자산평가(KAP),일반,실물(액티브),국내,채권,"7,090,000",한화자산운용,"2,000",0.045000,배당소득세(보유기간과세)
765,KR7451600001,451600,한화 ARIRANG 국고채30년액티브증권상장지수투자신탁(채권),ARIRANG 국고채30년액티브,Hanwha ARIRANG 30-Year Treasury Bond Active ETF,2023/02/07,KAP 국고채 30년 지수(총수익),한국자산평가(KAP),일반,실물(액티브),국내,채권,"3,494,000",한화자산운용,"1,000",0.050000,배당소득세(보유기간과세)
766,KR7289670002,289670,한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형),ARIRANG 국채선물10년,HANWHA ARIRANG KTB 10Y Futures ETF,2018/02/07,10년국채선물지수,KRX,일반,실물(패시브),국내,채권,"84,000",한화자산운용,"4,000",0.050000,배당소득세(보유기간과세)
767,KR7298340001,298340,한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형),ARIRANG 국채선물3년,Hanwha ARIRANG KTB 3Y Futures ETF,2018/06/08,국채선물지수,KRX,일반,실물(패시브),국내,채권,"112,000",한화자산운용,"4,000",0.100000,배당소득세(보유기간과세)
768,KR7442580007,442580,한화 ARIRANG 글로벌D램반도체iSelect증권상장지수투자신탁(주식),ARIRANG 글로벌D램반도체iSelect,Hanwha ARIRANG Global DRAM iSelect ETF,2022/09/22,iSelect 글로벌DRAM반도체지수,NH투자증권,일반,실물(패시브),해외,주식,"350,000",한화자산운용,"50,000",0.500000,배당소득세(보유기간과세)
769,KR7419650007,419650,한화 ARIRANG 글로벌수소&차세대연료전지MV증권상장지수투자신탁(주식),ARIRANG 글로벌수소&차세대연료전지MV,Hanwha ARIRANG Hydrogen NextGen Fuel Cell MV ETF,2022/02/15,BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격),MVIS,일반,실물(패시브),해외,주식,"1,250,000",한화자산운용,"50,000",0.500000,배당소득세(보유기간과세)
770,KR7438210007,438210,한화 ARIRANG 글로벌인공지능산업MV증권상장지수투자신탁(주식),ARIRANG 글로벌인공지능산업MV,Hanwha ARIRANG Global Artificial Intelligence MV ETF,2022/08/17,BlueStar Artificial Intelligence Index(시장가격),MVIS,일반,실물(패시브),해외,주식,"250,000",한화자산운용,"50,000",0.500000,배당소득세(보유기간과세)
771,KR7415920008,415920,한화 ARIRANG 글로벌희토류전략자원기업MV증권상장지수투자신탁(주식),ARIRANG 글로벌희토류전략자원기업MV,Hanwha ARIRANG Global Rare Earth&Strategic Metals Company MV ETF(Equity),2022/01/18,MVIS Global Rare Earth/Strategic Metals Index (Price Return),MVIS,일반,실물(패시브),해외,주식,"400,000",한화자산운용,"50,000",0.500000,배당소득세(보유기간과세)
772,KR7278620000,278620,한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권),ARIRANG 단기채권액티브,HANWHA ARIRANG ACTIVE SHORT TERM CREDIT BOND ETF,2017/09/26,"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",한국자산평가(KAP),일반,실물(액티브),국내,채권,"52,000",한화자산운용,"1,000",0.130000,배당소득세(보유기간과세)
773,KR7429760002,429760,한화 ARIRANG 미국S&P500 증권상장지수투자신탁(주식),ARIRANG 미국S&P500,Hanwha ARIRANG S&P 500 ETF,2022/05/31,S&P 500,S&P,일반,실물(패시브),해외,주식,"1,200,000",한화자산운용,"100,000",0.070000,배당소득세(보유기간과세)
